0.364183	38
0.750278	11
0.725541	151
0.51207	23
0.483414	186
0.491308	186
0.662582	19
0.595644	172
0.450864	186
0.570809	23
0.613088	11
0.711482	25
0.757884	151
0.710776	151
0.649424	88
0.68156	129
0.629576	151
0.726996	151
0.582999	82
0.579068	11
0.737458	186
0.615587	22
0.67088	59
0.61084	150
0.657836	19
0.519831	122
0.379979	186
0.406101	19
0.263528	19
0.455131	186
0.53345	186
0.48175	186
0.749078	10
0.628493	19
0.363651	38
0.632492	186
0.599874	186
0.400303	186
0.531901	8
0.637311	186
0.699708	38
0.696974	8
0.622116	143
0.675502	186
0.579789	178
0.849856	85
0.642228	5
0.530286	8
0.708811	8
0.380378	186
0.658326	186
0.467235	186
0.587116	184
0.709749	186
0.59922	8
0.544993	174
0.474651	8
0.778181	186
0.918626	-1
0.833006	76
0.736647	113
0.737337	33
0.737337	33
0.809516	113
0.67634	186
0.867363	154
0.820953	62
0.755555	112
0.728516	76
0.540807	23
0.656141	23
0.523853	107
0.209158	186
0.738861	106
0.627231	16
0.582416	186
0.577892	186
0.605706	16
0.579455	186
0.665743	186
0.623511	16
0.54941	186
0.595212	24
0.550679	186
0.604302	186
0.650898	186
0.626377	186
0.589647	186
0.565549	186
0.511604	186
0.515935	186
0.658867	186
0.615522	186
0.311108	186
0.354852	23
0.221384	38
0.691907	11
0.702772	151
0.494624	23
0.481865	186
0.49051	186
0.551448	19
0.546533	172
0.412994	186
0.540092	23
0.555527	11
0.670915	25
0.73733	151
0.704246	151
0.642097	185
0.569321	59
0.626451	151
0.723009	151
0.57471	82
0.555214	11
0.690342	59
0.563258	22
0.619616	59
0.578474	150
0.590503	19
0.46147	122
0.35133	186
0.383734	19
0.263112	19
0.436257	186
0.516491	186
0.480063	186
0.747336	10
0.611506	19
0.363361	38
0.630911	186
0.554431	8
0.351866	186
0.502066	8
0.395672	186
0.417058	186
0.667139	8
0.464701	143
0.52646	174
0.448351	178
0.781242	85
0.454445	5
0.590373	8
0.670263	8
0.348579	186
0.643564	186
0.447447	186
0.574554	184
0.632723	186
0.535301	8
0.425205	174
0.449102	8
0.749702	186
0.918311	-1
0.833096	76
0.736573	113
0.737118	33
0.737118	33
0.709606	113
0.676061	186
0.86716	154
0.820856	62
0.7553	112
0.728403	76
0.408644	23
0.481073	23
0.221978	107
0.206727	186
0.738658	106
0.588806	16
0.580447	186
0.576225	186
0.576295	16
0.577374	186
0.663666	186
0.580959	16
0.549196	186
0.583949	24
0.541564	186
0.596584	186
0.650687	186
0.626278	186
0.587466	186
0.548969	186
0.472052	186
0.500831	186
0.658638	186
0.615522	186
0.309816	186
0.320119	186
0.543403	11
0.561226	174
0.617936	68
0.786698	11
0.509489	186
0.559852	186
0.508819	8
0.583976	11
0.521379	186
0.548272	23
0.394385	44
0.49045	116
0.527632	186
0.618299	186
0.707933	186
0.578606	186
0.544999	186
0.544788	186
0.709432	186
0.648402	140
0.674981	186
0.690145	33
0.801308	27
0.5094	8
0.691019	8
0.452961	23
0.586145	23
0.583581	186
0.708691	186
0.562612	51
0.639768	8
0.572705	8
0.592482	33
0.703262	186
0.7178	23
0.569143	154
0.599623	38
0.538512	44
0.618764	11
0.697491	186
0.573429	186
0.445131	23
0.673855	186
0.480072	5
0.524743	186
0.637403	11
0.554348	186
0.505097	186
0.640278	23
0.644473	186
0.612747	186
0.492574	186
0.593939	44
0.506932	186
0.585388	186
0.597287	151
0.570092	23
0.584855	186
0.655702	186
0.579182	186
0.500998	23
0.561638	186
0.549919	186
0.515615	122
0.600317	-1
0.700898	39
0.70467	116
0.677552	186
0.640413	186
0.490668	-1
0.478144	-1
0.560879	23
0.692665	11
0.898856	18
0.902918	33
0.809106	186
0.620316	186
